registry_id,primary_name,latitude83,longitude83,naics_code
110071283984,"AQUASERV, INC.",40.482599,-78.422296,325998
110001287367,OWENS ILLINOIS INC ALTON,38.887856,-90.161684,327213
110007100181,OZARK FARM CHARCOAL,,,325191
110001961734,HANLEY INDUSTRIES,38.925693,-90.142435,32592
110001287367,OWENS ILLINOIS INC ALTON,38.887856,-90.161684,327213
110002387319,BLUFF CITY MINERALS ACQUISITION LLC,38.902035,-90.124593,325320
110007100181,OZARK FARM CHARCOAL,,,325191
110070333076,"HANLEY INDUSTRIES, INC.",,,325920
110043714157,MRC HOLDINGS,38.880629,-90.138717,325193
110043714157,MRC HOLDINGS,38.880629,-90.138717,325193
110043714157,MRC HOLDINGS,38.880629,-90.138717,325193
110001359299,INTAGLIO DESIGNS LTD.,38.89749,-90.13529,327212
110042596580,OZARK FARM CHARCOAL - GREER SPRING COMPANY,,,325191
110002387319,BLUFF CITY MINERALS ACQUISITION LLC,38.902035,-90.124593,325320
110002387319,BLUFF CITY MINERALS ACQUISITION LLC,38.902035,-90.124593,325320
110005738372,"INTERCHEM, INC",42.98657,-96.00861,325320
110005738372,"INTERCHEM, INC",42.98657,-96.00861,325320
110000410136,MAGNA MIRRORS LOWELL DIVISION,42.853,-85.3816,327215
110000410136,MAGNA MIRRORS LOWELL DIVISION,42.853,-85.3816,327215
110002518589,CLEANING SOLUTIONS,28.669877,-81.359475,32552
110005636017,MARTINS METAL RECYCLING,28.675902,-81.358918,331221
110002518589,CLEANING SOLUTIONS,28.669877,-81.359475,325520
110067208248,HAIFA NORTH AMERICA INC,28.66677,-81.38261,325314
110005636017,MARTINS METAL RECYCLING,28.675902,-81.358918,331314
110005636017,MARTINS METAL RECYCLING,28.675902,-81.358918,331221
110070279264,P&E INC,28.66571,-81.4245,325211
110001131392,TEMPERBENT GLASS LP,41.66642,-87.7486,327211
110070337471,NEW PROCESS STEEL - NPS,41.677778,-87.76022,331221
110000436074,"THE BUTCHER COMPANY, INC.",41.66148,-87.75291,325998
110054186484,NUFARM AMERICAS INC,41.675242,-87.767637,325320
110001131392,TEMPERBENT GLASS LP,41.66642,-87.7486,327215
110067427733,LUCAS ALSIP LLC,41.66642,-87.7486,325510
110000436029,GC MFG AMERICA LLC,41.66151,-87.71375,325520
110054186484,NUFARM AMERICAS INC,41.675242,-87.767637,325320
110000436047,PRESTONE PRODUCTS,41.653256,-87.721097,325998
110000436047,PRESTONE PRODUCTS,41.653256,-87.721097,325998
