registry_id,primary_name,latitude83,longitude83,naics_code,inWECC,inGHGRP
110070089035,A  A CONCRETE SUPPLY,39.148232,-121.614598,327310,True,False
110070089035,A  A CONCRETE SUPPLY,39.148232,-121.614598,327310,True,False
110002814599,HALLIBURTON ENERGY SERVICES,38.67561,-121.72966,327310,True,False
110002140923,PRYOR-GIGGEY CO,33.96056,-118.05362,327310,True,False
110070070512,WEST JORDAN BATCH PLANT,40.57446,-112.02743,327310,True,False
110000601171,CEMEX CONSTRUCTION MATERIALS PACIFIC LLC- CEMEX VICTORVILLE -RIVER PLANT,34.5534,-117.3031,327310,True,False
110000601171,CEMEX CONSTRUCTION MATERIALS PACIFIC LLC- CEMEX VICTORVILLE -RIVER PLANT,34.5534,-117.3031,327310,True,False
110000601171,CEMEX CONSTRUCTION MATERIALS PACIFIC LLC- CEMEX VICTORVILLE -RIVER PLANT,34.5534,-117.3031,327310,True,False
110013286318,SERVICE ROCK PRODS  INC  VICTORVILLE,34.540471,-117.298181,327310,True,False
110000601171,CEMEX CONSTRUCTION MATERIALS PACIFIC LLC- CEMEX VICTORVILLE -RIVER PLANT,34.5534,-117.3031,327310,True,False
110000601171,CEMEX CONSTRUCTION MATERIALS PACIFIC LLC- CEMEX VICTORVILLE -RIVER PLANT,34.5534,-117.3031,327310,True,False
110070564869,CEMEX RIVER PLANT AND MOUNTAIN QUARRY PLANT,34.5534,-117.3031,327310,True,False
110031000306,CALIFORNIA PORTLAND CEMENT CO,33.85777,-118.29924,327310,True,False
110000600831,GCC RIO GRANDE,35.071319,-106.392283,327310,True,False
110000600831,GCC RIO GRANDE,35.071319,-106.392283,327310,True,False
110000600831,GCC RIO GRANDE,35.071319,-106.392283,327310,True,False
110000600831,GCC RIO GRANDE,35.071319,-106.392283,327310,True,False
110000600831,GCC RIO GRANDE,35.071319,-106.392283,327310,True,False
110022811572,TEHACHAPI RMC,35.13227,-118.45778,327310,True,False
110063002227,"ASSOCIATED READY MIXED CONCRETE, INC.",34.23149,-118.37786,327310,True,False
