registry_id,primary_name,latitude83,longitude83,naics_code,inWECC,inGHGRP
110063944647,NORTHERN RECYCLING COMPOST,38.77601,-121.88046,325314,True,False
110000471819,RSA MICROTECH,32.684655,-114.567645,325314,True,False
110000471800,GOWAN MILLING,32.714974,-114.42382,325320,True,False
110000471800,GOWAN MILLING,32.714974,-114.42382,325320,True,False
110000471800,GOWAN MILLING,32.714974,-114.42382,325320,True,False
110039454104,DUNE COMPANY,32.675435,-114.51384,325311,True,False
110017718399,AGRI-TREND LLC,32.67258,-114.55802,325320,True,False
110002601630,HELENA CHEMICAL CO,32.70235,-114.58558,325320,True,False
110000471800,GOWAN MILLING,32.714974,-114.42382,325320,True,False
110000471800,GOWAN MILLING,32.714974,-114.42382,325320,True,False
110000512829,CROP PRODUCTION SERVICES 616,32.66798,-114.5771,325320,True,False
110000512829,CROP PRODUCTION SERVICES 616,32.66798,-114.5771,325320,True,False
110000512829,CROP PRODUCTION SERVICES 616,32.66798,-114.5771,325314,True,False
110002595638,HOUSTON INTERNATIONAL LTD,32.69129,-114.6112,325992,True,False
110000471800,GOWAN MILLING,32.714974,-114.42382,325320,True,False
110017718291,QUICK REFRIGERATION,32.70942,-114.62172,325320,True,False
110041998915,UNICAL/ PUREGRO YUMA 771020,32.67147,-114.57708,32532,True,False
110071043444,GOWAN MILLING HERBICIDE PLANT,32.727395,-114.417274,325320,True,False
110039470729,USDOJ INS - US BORDER PATROL,32.654256,-114.63364,325611,True,False
110017717871,RSA MICROTECH,32.682669,-114.56401,325188,True,False
110017717871,RSA MICROTECH,32.682669,-114.56401,325311,True,False
110002595638,HOUSTON INTERNATIONAL LTD,32.69129,-114.6112,325992,True,False
110038234005,GOWAN MILLING HERBICIDE PLANT,32.72923,-114.45243,325320,True,False
110039359468,USDOI BLM - YUMA FIELD OFFICE,32.68781,-114.5892,325510,True,False
110071422779,SUN CHEMICAL CORPORATION,39.13533,-121.643937,325910,True,False
